CustomerID,SignupDate,Plan,MonthlyPrice,ContractType,Region,AcquisitionChannel,SupportTier,TenureMonths,AvgLoginsPerMonth,SupportTickets,SatisfactionScore,Churned,ChurnDate,CustomerLifetimeValue
CUST10784,2023-09-07,Basic,9.99,Monthly,South,Email Campaign,Self-Service,16,1.4,1,8.1,0,,159.84
CUST10785,2021-08-09,Basic,9.99,Monthly,Central,Organic Search,Self-Service,41,6.1,1,6.0,0,,409.59
CUST10786,2023-06-05,Standard,19.99,Annual,Central,Organic Search,Standard Support,19,12.6,1,6.9,0,,417.79
CUST10787,2022-05-10,Premium,39.99,Monthly,Central,Social Media,Self-Service,7,15.3,1,4.0,1,2022-12-06,279.93
CUST10788,2022-05-09,Basic,9.99,Monthly,East,Paid Ads,Self-Service,12,9.1,3,4.4,1,2023-05-04,119.88
CUST10789,2023-10-21,Standard,19.99,Annual,East,Organic Search,Self-Service,14,8.6,1,5.9,0,,307.85
CUST10790,2023-12-10,Basic,9.99,Annual,North,Paid Ads,Priority Support,12,5.8,1,7.7,0,,131.87
CUST10791,2024-07-17,Basic,9.99,Annual,West,Organic Search,Self-Service,5,9.0,0,6.8,0,,54.95
CUST10792,2021-09-08,Basic,9.99,Monthly,East,Email Campaign,Priority Support,29,10.1,0,7.0,1,2024-01-26,289.71
CUST10793,2023-12-05,Standard,19.99,Monthly,West,Organic Search,Priority Support,13,5.4,1,6.6,0,,259.87
CUST10794,2022-04-17,Basic,9.99,Monthly,East,Email Campaign,Standard Support,32,13.2,2,7.0,0,,319.68
CUST10795,2021-11-08,Basic,9.99,Monthly,East,Organic Search,Standard Support,38,12.3,0,8.3,0,,379.62
CUST10796,2023-02-18,Standard,19.99,Annual,North,Organic Search,Self-Service,22,16.4,1,3.6,0,,483.76
CUST10797,2024-05-01,Basic,9.99,Monthly,North,Referral,Standard Support,8,2.2,0,7.2,0,,79.92
CUST10798,2024-05-14,Basic,9.99,Annual,South,Referral,Standard Support,7,10.5,1,5.1,0,,76.92
CUST10799,2024-06-05,Basic,9.99,Monthly,West,Organic Search,Self-Service,6,9.8,2,4.3,0,,59.94
CUST10800,2022-03-24,Standard,19.99,Monthly,South,Organic Search,Self-Service,25,11.6,0,7.1,1,2024-04-12,499.75
CUST10801,2021-02-19,Standard,19.99,Annual,North,Social Media,Standard Support,47,13.8,0,7.8,0,,1033.48
CUST10802,2023-09-30,Basic,9.99,Monthly,North,Social Media,Self-Service,2,10.4,5,5.9,1,2023-11-29,19.98
CUST10803,2021-05-10,Basic,9.99,Monthly,North,Social Media,Standard Support,44,6.2,2,7.8,0,,439.56
CUST10804,2021-04-02,Basic,9.99,Annual,East,Paid Ads,Self-Service,36,6.0,0,4.9,1,2024-03-17,395.6
CUST10805,2024-03-18,Standard,19.99,Monthly,Central,Social Media,Self-Service,6,11.3,1,8.0,1,2024-09-14,119.94
CUST10806,2024-12-01,Basic,9.99,Monthly,South,Organic Search,Standard Support,1,0.0,2,7.8,0,,9.99
CUST10807,2022-07-14,Basic,9.99,Monthly,North,Email Campaign,Self-Service,30,0.0,1,7.6,0,,299.7
CUST10808,2024-01-28,Standard,19.99,Monthly,West,Social Media,Self-Service,2,6.5,2,4.2,1,2024-03-28,39.98
CUST10809,2024-03-23,Standard,19.99,Monthly,North,Organic Search,Priority Support,9,5.8,0,9.7,0,,179.91
CUST10810,2021-06-23,Basic,9.99,Monthly,South,Paid Ads,Standard Support,42,5.7,1,4.5,0,,419.58
CUST10811,2021-10-21,Basic,9.99,Monthly,South,Paid Ads,Priority Support,38,3.4,0,7.1,0,,379.62
CUST10812,2023-12-04,Standard,19.99,Monthly,East,Referral,Priority Support,5,7.3,0,6.5,1,2024-05-02,99.95
CUST10813,2022-10-02,Basic,9.99,Monthly,South,Organic Search,Standard Support,27,10.0,2,6.6,0,,269.73
CUST10814,2021-01-01,Standard,19.99,Annual,South,Email Campaign,Standard Support,48,11.4,0,8.6,0,,1055.47
CUST10815,2022-12-13,Standard,19.99,Monthly,North,Organic Search,Priority Support,24,10.4,2,9.7,0,,479.76
CUST10816,2023-10-31,Basic,9.99,Monthly,South,Referral,Priority Support,14,5.5,0,5.2,0,,139.86
CUST10817,2024-11-28,Premium,39.99,Annual,North,Referral,Self-Service,1,21.9,5,8.1,0,,43.99
CUST10818,2024-11-13,Standard,19.99,Monthly,East,Referral,Self-Service,1,13.4,2,4.9,0,,19.99
CUST10819,2021-03-31,Basic,9.99,Monthly,Central,Paid Ads,Standard Support,45,5.4,2,7.9,0,,449.55
CUST10820,2024-08-18,Basic,9.99,Monthly,East,Organic Search,Priority Support,2,0.0,0,6.6,1,2024-10-17,19.98
CUST10821,2023-01-31,Basic,9.99,Monthly,Central,Paid Ads,Self-Service,23,0.0,2,4.9,0,,229.77
CUST10822,2021-11-09,Premium,39.99,Monthly,Central,Organic Search,Standard Support,38,14.1,2,5.7,0,,1519.62
CUST10823,2024-12-01,Premium,39.99,Monthly,East,Referral,Standard Support,1,10.7,2,10.0,0,,39.99
CUST10824,2022-09-29,Standard,19.99,Annual,North,Paid Ads,Self-Service,27,16.0,1,5.5,0,,593.7
CUST10825,2021-09-11,Premium,39.99,Monthly,West,Email Campaign,Self-Service,33,10.2,1,4.9,1,2024-05-28,1319.67
CUST10826,2023-03-11,Premium,39.99,Monthly,East,Paid Ads,Self-Service,6,17.2,3,8.3,1,2023-09-07,239.94
CUST10827,2023-11-17,Standard,19.99,Monthly,North,Organic Search,Standard Support,13,10.3,0,7.3,0,,259.87
CUST10828,2023-11-24,Basic,9.99,Monthly,West,Referral,Standard Support,13,4.6,0,7.1,0,,129.87
CUST10829,2023-02-09,Basic,9.99,Monthly,West,Email Campaign,Self-Service,23,3.0,1,5.3,0,,229.77
CUST10830,2023-04-03,Standard,19.99,Monthly,North,Organic Search,Self-Service,21,12.9,2,7.3,0,,419.79
CUST10831,2023-03-22,Basic,9.99,Annual,Central,Social Media,Priority Support,21,1.2,0,5.9,0,,230.77
CUST10832,2022-01-25,Basic,9.99,Annual,East,Paid Ads,Self-Service,35,7.7,1,7.1,0,,384.62
CUST10833,2024-11-07,Basic,9.99,Monthly,East,Organic Search,Self-Service,1,7.0,4,5.9,1,2024-12-07,9.99
CUST10834,2022-12-01,Premium,39.99,Monthly,South,Email Campaign,Self-Service,25,15.8,0,8.4,0,,999.75
CUST10835,2023-04-04,Premium,39.99,Monthly,West,Organic Search,Priority Support,2,12.8,2,9.7,1,2023-06-03,79.98
CUST10836,2021-04-18,Basic,9.99,Monthly,West,Organic Search,Self-Service,12,10.3,2,6.2,1,2022-04-13,119.88
CUST10837,2023-11-13,Basic,9.99,Annual,Central,Organic Search,Self-Service,13,7.1,2,3.0,0,,142.86
CUST10838,2022-03-14,Standard,19.99,Monthly,North,Paid Ads,Self-Service,34,12.7,1,7.9,0,,679.66
CUST10839,2022-12-15,Standard,19.99,Monthly,East,Organic Search,Self-Service,23,5.0,1,8.2,1,2024-11-04,459.77
CUST10840,2021-05-05,Standard,19.99,Monthly,North,Social Media,Self-Service,20,12.7,1,6.5,1,2022-12-26,399.8
CUST10841,2022-01-31,Basic,9.99,Annual,South,Organic Search,Standard Support,35,1.4,0,9.0,0,,384.62
CUST10842,2021-04-13,Basic,9.99,Monthly,North,Organic Search,Standard Support,45,10.0,1,9.4,0,,449.55
CUST10843,2024-04-08,Standard,19.99,Annual,Central,Email Campaign,Priority Support,8,14.2,0,8.9,0,,175.91
CUST10844,2023-11-17,Basic,9.99,Annual,North,Social Media,Self-Service,13,4.6,1,7.5,0,,142.86
CUST10845,2021-11-22,Basic,9.99,Monthly,West,Email Campaign,Standard Support,37,7.8,0,8.7,0,,369.63
CUST10846,2024-07-07,Basic,9.99,Monthly,North,Referral,Self-Service,5,10.3,2,6.2,0,,49.95
CUST10847,2021-09-08,Premium,39.99,Annual,North,Organic Search,Standard Support,40,14.0,2,8.5,0,,1759.56
CUST10848,2024-10-25,Basic,9.99,Monthly,South,Referral,Self-Service,2,2.1,1,4.7,0,,19.98
CUST10849,2022-05-06,Standard,19.99,Annual,North,Organic Search,Priority Support,32,16.7,3,9.2,0,,703.65
CUST10850,2023-08-12,Standard,19.99,Monthly,South,Organic Search,Self-Service,2,12.1,1,6.4,1,2023-10-11,39.98
CUST10851,2023-05-18,Standard,19.99,Monthly,North,Organic Search,Standard Support,19,13.3,1,6.4,0,,379.81
CUST10852,2021-05-24,Standard,19.99,Monthly,West,Social Media,Self-Service,35,5.6,1,5.2,1,2024-04-08,699.65
CUST10853,2022-05-11,Standard,19.99,Annual,West,Organic Search,Standard Support,32,12.3,2,6.6,0,,703.65
CUST10854,2022-03-27,Standard,19.99,Monthly,East,Paid Ads,Self-Service,8,13.7,1,5.2,1,2022-11-22,159.92
CUST10855,2021-05-03,Basic,9.99,Monthly,Central,Paid Ads,Self-Service,44,15.3,1,3.0,0,,439.56
CUST10856,2023-05-03,Standard,19.99,Monthly,North,Organic Search,Priority Support,20,14.6,0,9.4,0,,399.8
CUST10857,2024-09-30,Premium,39.99,Monthly,Central,Paid Ads,Self-Service,3,14.9,2,5.6,1,2024-12-29,119.97
CUST10858,2023-07-21,Basic,9.99,Monthly,West,Organic Search,Standard Support,11,6.4,1,5.3,1,2024-06-15,109.89
CUST10859,2021-09-09,Basic,9.99,Annual,South,Referral,Standard Support,40,10.4,1,4.6,0,,439.56
CUST10860,2024-02-20,Basic,9.99,Monthly,South,Referral,Priority Support,10,8.1,0,9.0,0,,99.9
CUST10861,2024-10-14,Basic,9.99,Monthly,South,Social Media,Standard Support,2,0.0,1,5.8,1,2024-12-13,19.98
CUST10862,2023-11-15,Premium,39.99,Monthly,Central,Organic Search,Self-Service,13,18.4,3,6.1,0,,519.87
CUST10863,2023-08-31,Basic,9.99,Monthly,North,Organic Search,Self-Service,11,8.7,1,6.4,1,2024-07-26,109.89
CUST10864,2024-05-29,Standard,19.99,Annual,West,Organic Search,Standard Support,6,7.5,2,4.5,1,2024-11-25,131.93
CUST10865,2021-11-20,Standard,19.99,Monthly,East,Organic Search,Self-Service,1,11.4,2,6.6,1,2021-12-20,19.99
CUST10866,2021-09-23,Standard,19.99,Monthly,West,Referral,Priority Support,39,10.1,0,9.5,0,,779.61
CUST10867,2023-05-11,Basic,9.99,Monthly,South,Social Media,Self-Service,12,3.4,3,7.9,1,2024-05-05,119.88
CUST10868,2023-04-08,Basic,9.99,Monthly,Central,Referral,Priority Support,21,9.9,0,6.5,0,,209.79
CUST10869,2022-01-27,Basic,9.99,Monthly,Central,Social Media,Priority Support,35,10.1,0,7.2,0,,349.65
CUST10870,2022-01-06,Basic,9.99,Monthly,Central,Paid Ads,Standard Support,36,1.8,1,7.7,0,,359.64
CUST10871,2022-02-13,Standard,19.99,Annual,East,Email Campaign,Standard Support,35,15.3,1,6.5,0,,769.62
CUST10872,2023-04-30,Basic,9.99,Annual,West,Social Media,Standard Support,20,6.7,0,9.3,0,,219.78
CUST10873,2023-12-11,Premium,39.99,Monthly,West,Social Media,Self-Service,12,17.2,3,6.2,0,,479.88
CUST10874,2023-05-26,Premium,39.99,Annual,East,Organic Search,Self-Service,19,12.3,0,3.6,0,,835.79
CUST10875,2024-04-06,Standard,19.99,Monthly,West,Referral,Standard Support,8,8.4,1,6.2,0,,159.92
CUST10876,2023-05-13,Premium,39.99,Monthly,North,Paid Ads,Priority Support,19,18.8,1,7.0,0,,759.81
CUST10877,2023-08-03,Standard,19.99,Monthly,Central,Paid Ads,Standard Support,17,11.1,2,6.8,0,,339.83
CUST10878,2021-03-18,Basic,9.99,Monthly,South,Paid Ads,Self-Service,46,2.1,1,5.8,0,,459.54
CUST10879,2023-10-05,Standard,19.99,Annual,East,Paid Ads,Self-Service,15,9.4,0,7.2,0,,329.83
CUST10880,2022-04-16,Standard,19.99,Monthly,North,Paid Ads,Self-Service,33,16.5,1,10.0,0,,659.67
CUST10881,2022-01-25,Basic,9.99,Monthly,North,Paid Ads,Self-Service,35,7.8,3,5.2,0,,349.65
CUST10882,2021-10-10,Premium,39.99,Monthly,South,Organic Search,Standard Support,39,17.9,0,8.3,0,,1559.61
CUST10883,2022-07-03,Premium,39.99,Annual,East,Organic Search,Standard Support,9,19.9,3,6.3,1,2023-03-30,395.9
CUST10884,2023-04-04,Basic,9.99,Monthly,West,Email Campaign,Self-Service,21,20.8,1,6.3,0,,209.79
CUST10885,2024-10-23,Standard,19.99,Monthly,North,Email Campaign,Self-Service,2,11.8,1,6.7,0,,39.98
CUST10886,2022-11-22,Basic,9.99,Annual,Central,Social Media,Standard Support,25,4.4,0,8.7,0,,274.73
CUST10887,2021-04-10,Standard,19.99,Monthly,North,Social Media,Self-Service,45,6.2,2,7.3,0,,899.55
CUST10888,2022-06-28,Premium,39.99,Monthly,North,Organic Search,Self-Service,30,9.6,2,4.7,0,,1199.7
CUST10889,2022-06-11,Basic,9.99,Monthly,Central,Organic Search,Priority Support,31,4.8,1,7.9,0,,309.69
CUST10890,2024-04-30,Basic,9.99,Annual,West,Paid Ads,Self-Service,8,1.5,0,5.1,0,,87.91
CUST10891,2024-09-21,Standard,19.99,Annual,West,Organic Search,Standard Support,3,7.7,1,5.2,0,,65.97
CUST10892,2024-08-06,Standard,19.99,Monthly,South,Referral,Standard Support,1,4.9,2,7.9,1,2024-09-05,19.99
CUST10893,2023-10-25,Basic,9.99,Monthly,South,Organic Search,Self-Service,14,15.9,3,8.1,0,,139.86
CUST10894,2021-10-27,Basic,9.99,Monthly,West,Social Media,Standard Support,38,6.0,2,9.2,0,,379.62
CUST10895,2021-08-07,Basic,9.99,Monthly,East,Organic Search,Self-Service,41,1.8,1,6.9,0,,409.59
CUST10896,2024-05-23,Basic,9.99,Annual,North,Social Media,Standard Support,7,4.9,0,7.0,0,,76.92
CUST10897,2024-07-23,Standard,19.99,Monthly,South,Referral,Priority Support,5,3.1,0,7.6,0,,99.95
CUST10898,2021-08-09,Basic,9.99,Monthly,South,Paid Ads,Priority Support,36,12.0,0,5.2,1,2024-07-24,359.64
CUST10899,2023-01-30,Basic,9.99,Annual,South,Referral,Standard Support,23,8.0,1,7.2,0,,252.75
CUST10900,2021-07-17,Basic,9.99,Monthly,East,Referral,Self-Service,17,10.6,2,2.2,1,2022-12-09,169.83
CUST10901,2024-06-12,Basic,9.99,Monthly,East,Referral,Standard Support,6,8.1,0,9.8,0,,59.94
CUST10902,2023-05-09,Basic,9.99,Monthly,North,Organic Search,Self-Service,20,10.6,2,7.5,0,,199.8
CUST10903,2023-10-31,Basic,9.99,Monthly,North,Email Campaign,Self-Service,14,9.5,1,6.8,0,,139.86
CUST10904,2024-07-26,Standard,19.99,Monthly,Central,Organic Search,Standard Support,5,-1.0,2,6.7,0,,99.95
CUST10905,2021-01-14,Basic,9.99,Monthly,West,Paid Ads,Priority Support,48,9.8,1,6.2,0,,479.52
CUST10906,2024-11-21,Standard,19.99,Monthly,East,Organic Search,Self-Service,1,6.8,0,9.0,0,,19.99
CUST10907,2024-05-16,Basic,9.99,Monthly,Central,Referral,Standard Support,7,2.1,0,9.1,0,,69.93
CUST10908,2022-01-12,Premium,39.99,Monthly,East,Organic Search,Self-Service,36,12.1,3,8.2,0,,1439.64
CUST10909,2022-10-14,Basic,9.99,Monthly,Central,Email Campaign,Priority Support,26,7.7,0,9.1,0,,259.74
CUST10910,2021-12-23,Basic,9.99,Monthly,East,Paid Ads,Standard Support,18,10.9,2,3.8,1,2023-06-16,179.82
CUST10911,2023-08-02,Standard,19.99,Monthly,South,Organic Search,Self-Service,17,7.6,3,7.1,0,,339.83
CUST10912,2021-05-31,Standard,19.99,Monthly,West,Paid Ads,Priority Support,43,5.9,0,7.0,0,,859.57
CUST10913,2022-01-29,Standard,19.99,Monthly,Central,Referral,Standard Support,35,12.6,0,4.2,0,,699.65
CUST10914,2023-07-13,Basic,9.99,Monthly,Central,Social Media,Self-Service,3,4.6,1,7.2,1,2023-10-11,29.97
CUST10915,2023-03-05,Premium,39.99,Annual,East,Email Campaign,Priority Support,22,17.9,1,6.6,0,,967.76
CUST10916,2022-09-11,Premium,39.99,Annual,East,Paid Ads,Self-Service,28,21.4,1,3.8,0,,1231.69
CUST10917,2023-08-09,Premium,39.99,Monthly,North,Paid Ads,Standard Support,17,19.7,1,7.0,0,,679.83
CUST10918,2023-04-09,Standard,19.99,Monthly,North,Referral,Self-Service,8,6.2,2,7.2,1,2023-12-05,159.92
CUST10919,2022-07-25,Premium,39.99,Monthly,East,Email Campaign,Priority Support,29,12.4,2,8.8,0,,1159.71
CUST10920,2022-03-05,Basic,9.99,Monthly,Central,Referral,Self-Service,34,1.5,0,7.5,0,,339.66
CUST10921,2021-03-21,Standard,19.99,Monthly,Central,Paid Ads,Standard Support,46,16.2,1,4.2,0,,919.54
CUST10922,2023-08-22,Standard,19.99,Monthly,East,Email Campaign,Standard Support,8,10.7,1,7.7,1,2024-04-18,159.92
CUST10923,2024-04-29,Standard,19.99,Monthly,East,Organic Search,Standard Support,8,8.4,0,6.7,0,,159.92
CUST10924,2021-05-23,Standard,19.99,Monthly,Central,Referral,Standard Support,43,4.3,0,9.0,0,,859.57
CUST10925,2024-05-28,Basic,9.99,Annual,West,Organic Search,Standard Support,7,18.4,0,9.3,0,,76.92
CUST10926,2023-01-23,Standard,19.99,Annual,East,Organic Search,Priority Support,5,4.4,1,8.7,1,2023-06-22,109.94
CUST10927,2021-01-25,Basic,9.99,Monthly,South,Referral,Self-Service,47,7.0,0,5.7,0,,469.53
CUST10928,2021-04-09,Basic,9.99,Annual,Central,Organic Search,Self-Service,45,5.1,2,7.7,0,,494.51
CUST10929,2022-08-22,Basic,9.99,Monthly,West,Organic Search,Standard Support,28,9.1,1,6.8,0,,279.72
CUST10930,2021-04-06,Basic,9.99,Annual,North,Paid Ads,Self-Service,2,5.2,2,6.3,1,2021-06-05,21.98
CUST10931,2024-02-04,Basic,9.99,Monthly,West,Organic Search,Standard Support,8,6.0,0,9.6,1,2024-10-01,79.92
CUST10932,2022-03-05,Standard,19.99,Monthly,West,Organic Search,Standard Support,34,15.6,3,7.3,0,,679.66
CUST10933,2024-09-26,Premium,39.99,Monthly,Central,Email Campaign,Standard Support,3,17.2,0,7.7,0,,119.97
CUST10934,2024-08-03,Standard,19.99,Annual,East,Organic Search,Standard Support,5,11.4,2,7.6,0,,109.94
CUST10935,2021-05-25,Basic,9.99,Annual,Central,Social Media,Standard Support,43,7.3,3,8.4,0,,472.53
CUST10936,2023-11-03,Standard,19.99,Annual,South,Organic Search,Self-Service,14,14.0,0,6.4,0,,307.85
CUST10937,2022-12-21,Standard,19.99,Monthly,South,Referral,Priority Support,24,11.9,0,8.2,0,,479.76
CUST10938,2021-11-04,Basic,9.99,Annual,North,Referral,Self-Service,38,4.6,3,8.1,0,,417.58
CUST10939,2024-01-05,Standard,19.99,Monthly,South,Organic Search,Self-Service,12,10.3,1,7.5,0,,239.88
CUST10940,2021-02-19,Basic,9.99,Annual,West,Organic Search,Standard Support,47,9.5,3,4.4,0,,516.48
CUST10941,2021-07-29,Basic,9.99,Annual,East,Organic Search,Self-Service,41,0.0,1,5.9,0,,450.55
CUST10942,2024-06-29,Basic,9.99,Monthly,Central,Paid Ads,Self-Service,4,2.0,2,10.0,1,2024-10-27,39.96
CUST10943,2021-07-17,Basic,9.99,Monthly,East,Email Campaign,Standard Support,28,7.6,1,8.7,1,2023-11-04,279.72
CUST10944,2023-11-09,Standard,19.99,Monthly,East,Social Media,Standard Support,13,10.7,3,9.3,0,,259.87
CUST10945,2021-04-07,Premium,39.99,Monthly,North,Paid Ads,Self-Service,45,11.5,3,7.8,0,,1799.55
CUST10946,2023-10-20,Standard,19.99,Annual,South,Organic Search,Self-Service,14,2.5,1,4.8,0,,307.85
CUST10947,2021-06-28,Premium,39.99,Monthly,East,Referral,Standard Support,42,11.7,0,9.3,0,,1679.58
CUST10948,2024-06-29,Basic,9.99,Monthly,West,Referral,Priority Support,6,10.1,0,8.9,0,,59.94
CUST10949,2022-02-28,Standard,19.99,Monthly,North,Paid Ads,Standard Support,34,7.9,1,6.8,0,,679.66
CUST10950,2021-05-04,Basic,9.99,Monthly,West,Paid Ads,Standard Support,44,0.8,1,8.6,0,,439.56
CUST10951,2021-02-12,Standard,19.99,Monthly,East,Organic Search,Self-Service,47,6.7,2,4.9,0,,939.53
CUST10952,2024-10-06,Basic,9.99,Monthly,South,Social Media,Self-Service,2,5.7,4,5.7,0,,19.98
CUST10953,2021-07-13,Basic,9.99,Annual,West,Email Campaign,Self-Service,2,0.0,4,6.9,1,2021-09-11,21.98
CUST10954,2024-02-24,Standard,19.99,Annual,West,Paid Ads,Standard Support,10,11.5,2,7.3,0,,219.89
CUST10955,2021-05-11,Basic,9.99,Monthly,South,Paid Ads,Self-Service,6,2.3,2,4.8,1,2021-11-07,59.94
CUST10956,2024-12-02,Basic,9.99,Annual,East,Email Campaign,Standard Support,1,3.5,0,6.9,1,2024-12-31,10.99
CUST10957,2022-07-02,Standard,19.99,Annual,West,Paid Ads,Self-Service,11,10.3,3,7.5,1,2023-05-28,241.88
CUST10958,2024-10-25,Basic,9.99,Monthly,South,Organic Search,Standard Support,2,6.4,0,8.3,0,,19.98
CUST10959,2023-07-12,Premium,39.99,Monthly,West,Organic Search,Standard Support,17,11.7,0,8.5,0,,679.83
CUST10960,2022-01-10,Standard,19.99,Monthly,Central,Referral,Standard Support,36,4.3,0,9.6,0,,719.64
CUST10961,2021-08-13,Standard,19.99,Monthly,North,Organic Search,Self-Service,41,7.9,2,8.9,0,,819.59
CUST10962,2021-01-27,Basic,9.99,Annual,South,Organic Search,Self-Service,47,4.6,3,7.9,0,,516.48
CUST10963,2023-07-29,Basic,9.99,Annual,Central,Organic Search,Standard Support,17,13.5,1,8.8,0,,186.81
CUST10964,2021-09-11,Premium,39.99,Annual,South,Email Campaign,Standard Support,40,7.5,0,6.7,0,,1759.56
CUST10965,2023-08-11,Basic,9.99,Annual,West,Organic Search,Self-Service,2,5.1,3,8.1,1,2023-10-10,21.98
CUST10966,2023-06-20,Premium,39.99,Annual,Central,Email Campaign,Self-Service,18,16.9,0,7.6,0,,791.8
CUST10967,2022-10-06,Premium,39.99,Monthly,East,Organic Search,Standard Support,27,15.1,0,7.4,0,,1079.73
CUST10968,2022-02-08,Standard,19.99,Monthly,West,Referral,Standard Support,35,11.0,0,8.8,0,,699.65
CUST10969,2023-09-30,Premium,39.99,Monthly,South,Referral,Standard Support,15,19.4,1,8.2,0,,599.85
CUST10970,2021-09-05,Basic,9.99,Monthly,North,Email Campaign,Standard Support,40,6.7,2,9.3,0,,399.6
CUST10971,2022-11-08,Standard,19.99,Monthly,North,Organic Search,Standard Support,7,15.9,0,4.4,1,2023-06-06,139.93
CUST10972,2024-04-27,Basic,9.99,Annual,North,Organic Search,Self-Service,8,0.4,4,6.0,0,,87.91
CUST10973,2024-10-13,Standard,19.99,Annual,Central,Organic Search,Self-Service,2,10.2,0,9.4,0,,43.98
CUST10974,2022-07-02,Standard,19.99,Annual,South,Organic Search,Standard Support,30,12.5,0,7.2,0,,659.67
CUST10975,2021-08-08,Basic,9.99,Monthly,Central,Organic Search,Self-Service,6,6.7,2,6.3,1,2022-02-04,59.94
CUST10976,2024-08-16,Premium,39.99,Monthly,North,Referral,Self-Service,3,16.5,3,3.8,1,2024-11-14,119.97
CUST10977,2023-08-15,Basic,9.99,Monthly,Central,Referral,Standard Support,16,4.7,0,7.6,1,2024-12-07,159.84
CUST10978,2024-11-25,Premium,39.99,Monthly,West,Social Media,Standard Support,1,21.9,0,4.8,0,,39.99
CUST10979,2023-09-13,Standard,19.99,Annual,East,Email Campaign,Standard Support,15,8.1,0,6.9,0,,329.83
CUST10980,2021-02-24,Basic,9.99,Monthly,North,Paid Ads,Priority Support,46,11.6,1,9.5,0,,459.54
CUST10981,2022-01-20,Basic,9.99,Monthly,East,Social Media,Self-Service,35,10.8,2,6.2,0,,349.65
CUST10982,2022-09-08,Basic,9.99,Annual,North,Social Media,Standard Support,28,5.5,0,8.8,0,,307.69
CUST10983,2021-06-24,Basic,9.99,Monthly,Central,Paid Ads,Standard Support,27,0.0,2,5.0,1,2023-09-12,269.73
CUST10984,2024-07-06,Basic,9.99,Annual,West,Organic Search,Self-Service,5,0.8,0,6.9,0,,54.95
CUST10985,2022-09-20,Standard,19.99,Annual,Central,Paid Ads,Priority Support,27,6.4,2,10.0,0,,593.7
CUST10986,2022-07-09,Premium,39.99,Monthly,North,Referral,Self-Service,30,21.5,1,7.3,0,,1199.7
CUST10987,2023-05-03,Premium,39.99,Monthly,West,Referral,Standard Support,20,22.0,1,8.4,0,,799.8
CUST10988,2022-12-17,Basic,9.99,Monthly,East,Paid Ads,Standard Support,24,2.7,0,8.4,0,,239.76
CUST10989,2022-08-08,Basic,9.99,Annual,East,Referral,Priority Support,29,11.0,0,4.8,0,,318.68
CUST10990,2022-06-24,Standard,19.99,Monthly,East,Social Media,Self-Service,16,8.3,5,6.6,1,2023-10-17,319.84
CUST10991,2023-09-26,Basic,9.99,Monthly,North,Paid Ads,Priority Support,15,2.3,0,8.7,0,,149.85
CUST10992,2021-08-12,Basic,9.99,Monthly,South,Organic Search,Self-Service,41,3.3,1,10.0,0,,409.59
CUST10993,2023-06-13,Basic,9.99,Monthly,East,Referral,Standard Support,18,4.3,0,7.9,0,,179.82
CUST10994,2023-10-03,Premium,39.99,Monthly,South,Paid Ads,Priority Support,15,12.8,0,5.8,0,,599.85
CUST10995,2022-10-31,Standard,19.99,Annual,South,Paid Ads,Self-Service,19,10.7,2,5.2,1,2024-05-23,417.79
CUST10996,2023-02-21,Premium,39.99,Monthly,East,Paid Ads,Self-Service,17,17.1,3,5.8,1,2024-07-15,679.83
CUST10997,2023-03-04,Standard,19.99,Monthly,North,Paid Ads,Self-Service,22,11.2,0,6.6,0,,439.78
CUST10998,2021-05-01,Premium,39.99,Monthly,North,Social Media,Priority Support,44,20.4,0,5.8,0,,1759.56
CUST10999,2023-05-08,Standard,19.99,Annual,South,Paid Ads,Priority Support,20,5.8,0,8.0,0,,439.78
CUST11000,2022-03-07,Basic,9.99,Monthly,North,Email Campaign,Self-Service,34,2.8,1,7.6,0,,339.66
CUST11001,2021-01-31,Premium,39.99,Annual,West,Social Media,Standard Support,47,14.8,0,8.3,0,,2067.48
CUST11002,2021-01-08,Standard,19.99,Annual,West,Paid Ads,Standard Support,48,10.2,0,7.2,0,,1055.47
CUST11003,2022-06-01,Basic,9.99,Monthly,South,Referral,Standard Support,31,3.7,0,6.9,0,,309.69
CUST11004,2023-11-07,Premium,39.99,Monthly,West,Paid Ads,Standard Support,12,15.2,2,7.8,1,2024-11-01,479.88
CUST11005,2021-01-16,Basic,9.99,Monthly,Central,Social Media,Standard Support,48,10.9,0,6.3,0,,479.52
CUST11006,2023-05-19,Basic,9.99,Monthly,Central,Organic Search,Self-Service,9,8.3,2,6.7,1,2024-02-13,89.91
CUST11007,2024-05-24,Premium,39.99,Monthly,North,Social Media,Self-Service,7,22.2,0,7.5,1,2024-12-20,279.93
CUST11008,2023-03-15,Basic,9.99,Annual,Central,Paid Ads,Standard Support,21,0.0,1,8.8,0,,230.77
CUST11009,2022-07-12,Standard,19.99,Monthly,South,Email Campaign,Priority Support,30,6.2,1,6.5,0,,599.7
CUST11010,2024-11-11,Basic,9.99,Monthly,Central,Organic Search,Priority Support,1,0.6,0,8.6,1,2024-12-11,9.99
CUST11011,2021-01-15,Standard,19.99,Monthly,East,Organic Search,Standard Support,48,14.3,1,10.0,0,,959.52
CUST11012,2021-06-13,Premium,39.99,Annual,Central,Referral,Standard Support,43,14.9,1,7.5,0,,1891.53
CUST11013,2021-06-22,Standard,19.99,Monthly,East,Organic Search,Standard Support,42,6.4,0,7.0,0,,839.58
